title,location,size,selling price
3 Bed Villa with En Suite in Kitengela,Kitengela,"3 BEDROOMS BUNGALOW, KITENGELA.","KSh 7,000,000"
3 Bed House with Garden in Ruiru,Ruiru,3 BEDROOMS BUNGALOW IN MATANGI.,"KSh 6,300,000"
3 Bed Villa with Garden at Githunguri Road,"GITHUNGURI ROAD, Ruiru",FOR SALE : 3 BEDROOM ALL ENSUITE IN RUIRU GITH...,"KSh 7,800,000"
6 Bed Townhouse with En Suite at Masai Lodge Road,"Masai Lodge Road, Ongata Rongai",6 bedroom House Ensuite in Rongai,"KSh 45,000,000"
7 Bed House with En Suite at Bongani Road,"Bongani road, Karen",7 BEDROOM HOUSE FOR SALE IN KAREN NAIROBI KENYA,"KSh 100,000,000"
5 Bed House with Garden in Mountain View,"Mountain View, Westlands","FOR SALE : MANSION, MOUNTAIN VIEW. 5 BEDROOMS...","KSh 48,000,000"
4 Bed House with En Suite in Syokimau,Syokimau,Beautiful house for sale in syokimau,"KSh 18,000,000"
3 Bed House with En Suite at 88956 Ruiru,"88956 Ruiru, Ruiru",3 Bedrooms House For Sale In Ruiru,"KSh 11,500,000"
4 Bed Villa with En Suite at Mushroom Gardens,"Mushroom Gardens, Kiambu Road",PARTIALLY COMPLETE 4-bedroom villa in MUSHROOM...,"KSh 30,000,000"
4 Bed House with En Suite at Ruiru,Ruiru,MODERN FLATROOF DESIGN MAISONETTES,"KSh 15,500,000"
3 Bed House in Langata,Langata,Elegant 3 Bedroom Home at Southlands Estate Lan...,"KSh 16,000,000"
3 Bed House with En Suite at Karen Ngong Rd,"Karen Ngong rd, Ngong",EXECUTIVE 3 BEDROOM BUNGALOW - NGONG JUANCO / V...,"KSh 14,500,000"
4 Bed Townhouse in Nyali Area,"Nyali Area, Nyali",For sale two massionates sitting on one acre,"KSh 150,000,000"
5 Bed House with En Suite in Kizingo,"Kizingo, Mombasa Island",Beautiful 3-Storey Bungalow in Kizingo for Sale...,"KSh 70,000,000"
3 Bed Townhouse with En Suite at South C,"south c, Mombasa Road",Elegant Court,"KSh 35,000,000"
5 Bed Townhouse with Backup Generator in Westlands Area,"Westlands Area, Westlands",5 Bedroom Townhouse Furnished On Sale Price Dro...,"KSh 45,000,000"
5 Bed Villa with En Suite in Runda,"Runda, Westlands",Cosy Seven Bedroomed Stand Alone Villa on 0.5 A...,"KSh 85,000,000"
4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",Akeva,"KSh 40,000,000"
5 Bed House in Lower Kabete,"Lower Kabete, Westlands",Spacious 5 Bedroom Standalone Home on lower kab...,"KSh 160,000,000"
5 Bed Villa with En Suite in Runda,"Runda, Westlands",Imposing and Lustrous 5 Bedrommed Villa In A Ga...,"KSh 100,000,000"
6 Bed House with En Suite at Karen,Karen,A 4 Bedroom Town House with a Separate 2 Bedroo...,Price not communicated
3 Bed House with En Suite in Ngong,Ngong,Three bedrooms with detached staff quarters are...,"KSh 7,600,000"
1 Bed House with En Suite at Malindi.,"0714n/0723p, Silver sand Beach, Malindi., Malindi",Unique rustic studio in this magnificent Arabia...,"KSh 4,800,000"
3 Bed House with En Suite at Kenyatta Rd,"Kenyatta Rd, Kenyatta Road",3 BR All ensuite bungalows with a DSQ on a 50*1...,"KSh 10,250,000"
4 Bed House with En Suite at Acacia,"Estate, Acacia, Kitengela",4 Bedroom Bungalow for sale Kitengela Acacia,"KSh 6,200,000"
4 Bed House with En Suite in Riverside,"Riverside, Westlands",4 bedroom apartment for sale in Riverside,"KSh 40,000,000"
3 Bed Townhouse with En Suite in Mtwapa,Mtwapa,FOR SALE 3 BEDROOMS UPCOMING MASSIONATES - MTWA...,"KSh 27,000,000"
4 Bed House with Garden in Kitengela,Kitengela,"4 BEDROOMS BUNGALOW, KITENGELA.","KSh 10,000,000"
4 Bed House with En Suite at Loresho Ridge,"Loresho Ridge, Loresho, Westlands",Outstanding secure 4 bedroom townhouse plus fam...,"KSh 45,800,000"
3 Bed House with En Suite at Villa Franca,"Tecla Leroupe rd, Villa Franca, Imara Daima",3br at Villa Franca Estate-Imara Daima,"KSh 12,000,000"
4 Bed Villa with Swimming Pool in Watamu,Watamu,"4 BEDROOM VILLA FOR SALE IN DAR MEETII, WATAMU",Price not communicated
4 Bed Villa in Vipingo,Vipingo,"4br Luxurious Top Hill Villa On Sale, Vipingo","KSh 97,000,000"
3 Bed House in Kitengela,Kitengela,"3 Bedroom Bungalow for sale in Acacia,Kitengela...","KSh 6,000,000"
6 Bed House with En Suite at Ndenge Road,"Ndenge road, Karen",6 BEDROOM HOUSE FOR SALE IN KAREN NAIROBI KENYA,"KSh 130,000,000"
3 Bed House with En Suite in Athi River,Athi River,3-BEDROOMS BUNGALOW,"KSh 8,000,000"
4 Bed House with En Suite in Nyali Area,"Nyali, Nyali Area",4 bedroom own compound bungalow on sale Nyali M...,"KSh 75,000,000"
4 Bed House with En Suite at Vipingo,Vipingo,4 bedroom house for sale in Vipingo Beach Homes...,"KSh 65,000,000"
3 Bed Villa with En Suite in Kikambala,Kikambala,FOR SALE 3 BEDROOMS BEACH VILLA,"KSh 95,000,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,Spacious 4 Bedrooms plus Dsq townhouse for sale...,"KSh 52,000,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,4 bedroom townhouse,"KSh 65,000,000"
4 Bed House with En Suite at Near Runda Paradise,"Kiambu road, Near Runda Paradise, Kiambu Road",Luxurious 4 Bedroom Villas For Sale in Kiambu r...,"KSh 88,000,000"
4 Bed House with En Suite at Runda,"01, Runda, Westlands",Well Maintained! Runda Four Bedrooms Stand Alon...,"KSh 100,000,000"
6 Bed Villa with En Suite at Lavington,Lavington,High-End 6 bedrooms all ensuite for Sale,"KSh 110,000,000"
6 Bed House with En Suite at Kinanda Road,"80, Kinanda Road, Kitisuru, Westlands",This magnificent 6-bedroom residence located in...,"KSh 120,000,000"
7 Bed House with En Suite at Runda Road,"89, Runda Road, Runda, Westlands",7 Bedroom Ambassadorial house For Sale in Runda...,"KSh 130,000,000"
3 Bed Townhouse with En Suite in Nyali Area,"Nyali Area, Nyali",THOUGHTFULLY DESIGNED 3 BEDROOM DUPLEX FOR SALE...,"KSh 21,000,000"
5 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",Gorgeous Rosslyn Five Bedroom Townhouse for sal...,"KSh 85,000,000"
3 Bed House with En Suite at Lussingetti,"Lussingetti, Kikuyu Town, Kikuyu",3 Bedroom All-ensuite Home For Sale Inside the...,"KSh 12,000,000"
5 Bed House with Gym in Ruiru,Ruiru,5-BEDROOM MANSION PRIME SALE..,"KSh 25,500,000"
3 Bed House with En Suite in Ukunda,Ukunda,Modern 3 Bedroom Villas All Ensuite Holiday Hom...,"KSh 5,250,000"
3 Bed House with En Suite in Ongata Rongai,Ongata Rongai,"3-BEDROOM BUNGALOWS,RIMPA","KSh 6,500,000"
3 Bed House with En Suite at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road",A 3 BEDROOM VILLA FOR SALE IN FOURWAYS JUNCTION,"KSh 25,000,000"
3 Bed House with Garden at Lewa,"Lewa, Nanyuki",3 bedroom house set on 10 acres for sale in Nan...,"KSh 72,000,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,Modern 4Bedroom plus Sq for Sale in Lavington,"KSh 82,000,000"
5 Bed Townhouse with En Suite in Nyali Area,"Nyali Area, Nyali",Luxurious executives 4 bedroom detached villas...,"KSh 60,000,000"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",HIGH END 4 BEDROOM TOWNHOUSE IN KITISURU,"KSh 135,000,000"
4 Bed Townhouse with En Suite in Kajiado County,Kajiado County,HOT DEAL!!! 4 BEDROOM TOWNHOUSE ALL ENSUITE IN...,"KSh 12,500,000"
4 Bed Townhouse in Shanzu,Shanzu,4 Bedroom Executive Massionate,"KSh 45,000,000"
4 Bed Townhouse with En Suite at Kiambu Road,"Kiambu road, Kiambu Road",4 BEDROOM VILLAS FOR SALE OFF KIAMBU ROAD AT KE...,"KSh 85,000,000"
6 Bed Townhouse in Nyali Area,"Nyali Area, Nyali",6 Bedroom Executive Massionate,"KSh 160,000,000"
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,Modern #4Bedroom #Townhouse + DSQ,"KSh 40,000,000"
3 Bed House in Namanga,Namanga,A Furnished 3 Bedroom House and 10 Acres of Lan...,"KSh 24,000,000"
6 Bed House with En Suite at Ushirika Road,"Ushirika Road, Karen Hardy",Spectacular ambassadorial 6 bedroom house with...,"KSh 120,000,000"
4 Bed House with Garden at Greenpark Great Rift Valley Lodge,"Greenpark Great Rift valley Lodge, Naivasha","HOME, BUSH LODGE, & RETREAT CENTRE FOR SALE GRE...","KSh 90,000,000"
5 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",4Bedroom plus dsq Maisonette for Sale in Brooks...,"KSh 40,000,000"
5 Bed House with En Suite at Off Gitanga Road,"Off Gitanga Road, Lavington",Elegantly designed 5 bedrooms townhouse plus Ds...,"KSh 40,000,000"
4 Bed House with En Suite in Kiambu Town,Kiambu Town,4 BEDROOMS MASIONETTE.,"KSh 24,500,000"
3 Bed House with En Suite at Kangudo Rd,"Kangudo Rd, Joska, Kamulu Joska Malaa",3 Bedroom bungalows touching tarmac along Kangu...,"KSh 6,000,000"
4 Bed House with En Suite at Migaa Golf Estate,"Migaa golf Estate, Kiambu Road",INCOMPLETE 4 BEDROOM HOUSE ON 0.25ACRES FOR SAL...,"KSh 28,000,000"
4 Bed Townhouse with En Suite at Bandari Villas,"Bandari Villas, Nyali Area, Nyali",4 BEDROOMS EXECUTIVE TOWNHOUSE FOR SALE - 18.5M,"KSh 18,500,000"
3 Bed Townhouse with En Suite at Nairobi Namanga,"nairobi namanga, Kitengela",3 BEDROOM MAISONETTE PLUS SQ IN KITENGELA,"KSh 12,000,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",PALATIAL RUNDA FOUR BEDROOM HOUSE,"KSh 130,000,000"
2 Bed Townhouse with Swimming Pool at Shanzu,"shanzu, Shanzu",Medium 2 bedroom bungalow on sale in a shared c...,"KSh 7,500,000"
4 Bed House with En Suite at Acacia,"ACACIA, Kitengela",4 Bedroom Bungalow With Dsq for sale in Acacia,"KSh 6,200,000"
1 Bed House with En Suite at Malindi.,"0727n, Sporting Club, Silver sand Beach, Malindi., Malindi",Unique rustic studio in this magnificent Arabia...,"KSh 4,450,000"
4 Bed House with En Suite in Kiambu Road,Kiambu Road,A 4 bedroom mansionate with dsq for sale in kia...,"KSh 24,500,000"
3 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",AFFORDABLE BUNGALOWS FOR SALE,"KSh 8,600,000"
3 Bed House with En Suite at Bofa Road,"Bofa Road, Watamu","3 bedroom villa for sale in Kilifi, Bofa Road","KSh 32,000,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,Lavington newly build exclusive modern 4bedroom...,"KSh 65,000,000"
4 Bed Villa with En Suite at Machakos Junction,"Kyumvi, Machakos Junction, Mombasa Road","Modern Villas at Kyumvi near Machakos, off Momb...","KSh 20,000,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,Modern and Spacious 4 Bedrooms all ensuite plus...,"KSh 65,000,000"
5 Bed Townhouse in Bamburi,Bamburi,"5br Townhouse On Sale North Coast, Bamburi Area","KSh 16,000,000"
4 Bed House with En Suite at Summerfield,"Summerfield, Kiambu Road",4Br House For Sale in Summer Field Estate Alon...,"KSh 37,000,000"
4 Bed Townhouse with En Suite at Utange,"Utange, Bamburi",4 BEDROOMS MASSIONATES FOR SALE - BAMBURI,"KSh 16,000,000"
5 Bed Villa with Garden in Syokimau,Syokimau,5 Bedroom Maisonettes For Sale In Syokimau,"KSh 15,000,000"
5 Bed House in Nyali Area,"Nyali Area, Nyali",5br house for sale in Nyali. (hs-539),"KSh 25,500,000"
3 Bed House in Kenyatta Road,Kenyatta Road,3BR All ensuite Bungalows,"KSh 7,700,000"
3 Bed House with En Suite at Kayole Estate,"Kayole Estate, Naivasha",Naivasha – Kayole Estate : A Spacious 3 Bedroo...,"KSh 4,500,000"
4 Bed Villa with En Suite in Ngong,Ngong,4BR Villa-Ngong,"KSh 14,500,000"
5 Bed Townhouse in Nyali Area,"Nyali Area, Nyali",5br Townhouse On Sale Nyali Mombasa,"KSh 38,000,000"
3 Bed House with Garden at Kitengela Road,"Kitengela road, Langata",SALE: 3 Bedroom Maisonette with staff quarter,"KSh 16,000,000"
8 Bed House with En Suite in Runda,"Runda, Westlands",8 BEDROOM MAISONATTE HOUSE WITH 4 DSQ FOR SALE...,"KSh 160,000,000"
6 Bed House with En Suite at Gigiri Crescent,"Gigiri crescent, Gigiri, Westlands",Gigiri 6 bedroom house for sale on 0.75 of an a...,"KSh 140,000,000"
4 Bed House at Muthaiga North,"Muthaiga North, Muthaiga",5 Bedroom All Ensuite Maisonette plus DSQ on 1/...,"KSh 40,000,000"
4 Bed Townhouse with Swimming Pool at Fivestar Road,"Fivestar Road, South C","This is a lovely house, 4 bedrooms with a DSQ","KSh 20,950,000"
4 Bed Townhouse with En Suite at Kikuyu,"KIKUYU, Eastleigh","4 Bed Townhouse With En -Suite in Kikuyu,","KSh 12,000,000"
6 Bed House with En Suite at Kyuna Road,"44, Kyuna Road, Lower Kabete, Westlands",The property consists of two Plots 2.5 acres pl...,"KSh 275,000,000"
3 Bed Townhouse with En Suite in Athi River,Athi River,Crystal Rivers – Safaricom Mall & Gated Communi...,"KSh 6,500,000"
4 Bed Villa with En Suite in Garden Estate,"Garden Estate, Roysambu",4 BEDROOM VILLA FOR SALE IN GARDEN CITY OFF THI...,"KSh 27,000,000"
3 Bed House in Mtwapa,Mtwapa,3 Brm Bungalow On Sale Mtwapa,"KSh 39,000,000"
4 Bed House with En Suite in South C,South C,4 Bedroom maisonette for sale in South C,"KSh 26,000,000"
3 Bed Villa with En Suite at Kikambala,"Sultan, Kikambala","Near the ocean,Kikambala Villa on sale","KSh 20,000,000"
4 Bed Townhouse with En Suite in Syokimau,Syokimau,Syokimau 4 bedroom townhouse for sale at 15.5 M...,"KSh 15,500,000"
5 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",5 Bedroom all ensuite Townhouse + DSQ,"KSh 70,000,000"
4 Bed House with En Suite in Syokimau,Syokimau,4 BEDROOMS VILLAS.,"KSh 19,000,000"
3 Bed Villa with En Suite in Mtwapa,Mtwapa,3 Bedroom Bungalow,"KSh 7,500,000"
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",5 BEDROOM VILLA FOR SALE LOWER KABETE,"KSh 100,000,000"
3 Bed Townhouse with En Suite at Mtwapa,"Jumba Ruins, Mtwapa",Phase 3 town houses Mtwapa near the Beach,"KSh 7,500,000"
4 Bed Villa with En Suite at Kuruwitu,"Kuruwitu,vipingo, Kuruwitu, Vipingo","Kuruwitu,4 Bedroom Maisonette on sale","KSh 55,000,000"
3 Bed Townhouse with En Suite at Bombolulu Estate,"Bombolulu Estate, Mombasa Island",FOR SALE 3 BEDROOMS TOWNHOUSE - BOMBOLULU ESTAT...,"KSh 27,000,000"
4 Bed Townhouse in Loresho,"Loresho, Westlands",All Ensuite 4 Bed Townhouse For Sale at Ksh45M...,"KSh 45,000,000"
6 Bed House with En Suite at Old Muthaiga,"Old Muthaiga, Muthaiga",6 BEDROOM HOUSE FOR SALE IN OLD MUTHAIGA,"KSh 350,000,000"
3 Bed House with En Suite in Embakasi,Embakasi,3 Bedroom Maisonette For Sale in Embakasi Phase...,"KSh 12,500,000"
6 Bed House with En Suite in Shanzu,Shanzu,For Sale 6 Bedrooms Executive Mansion - Shanzu,"KSh 70,000,000"
5 Bed House with En Suite at Loresho Ridge,"Loresho Ridge, Loresho, Westlands",The Haven - Loresho,"KSh 150,000,000"
3 Bed House with En Suite in Ruiru,Ruiru,"3 BEDROOMS BUNGALOW IN RUIRU, MUGUTHA.","KSh 8,700,000"
4 Bed House with En Suite at Loresho Cresent,"Loresho Cresent, Loresho, Westlands",4 Bedroom All Ensuite House in Loresho North Es...,"KSh 85,000,000"
3 Bed House with En Suite in Ruiru,Ruiru,3 Bedrooms All Ensuite Bungalows For Sale in R...,"KSh 7,500,000"
3 Bed House with Garden at Near Pembroke,"Near Pembroke, Gilgil",ATTRACTIVE 2 X 3 BEDROOM HOUSES ON 1.3 ACRES FO...,"KSh 17,000,000"
4 Bed House with En Suite at Pipeline,"Pipeline, Nakuru County",Modern and Spacious 3 bedroom bungalows with Sq...,"KSh 7,500,000"
3 Bed House with En Suite at Loresho Rigde,"0728p, Loresho Rigde, Loresho, Westlands",This timeless Classic magnificent three bedroom...,"KSh 648,000,000"
3 Bed House with En Suite in Syokimau,Syokimau,3 Bedroom maisonette for sale in Syokimau,"KSh 12,500,000"
6 Bed House in Kileleshwa,Kileleshwa,6 Bedroom PentHouse for Sale in Kileleshwa,"KSh 28,500,000"
4 Bed Townhouse with En Suite at Eastern Bypass,"Eastern Bypass, Ruai",Modern all ensuite 4 bedroom Maisonette in a ga...,"KSh 12,600,000"
5 Bed Townhouse with Garden in Lavington,Lavington,Lavington for sale executive high end 5bedrooms...,"KSh 75,000,000"
5 Bed Townhouse with En Suite at Mimosa Road,"Mimosa road, Runda, Westlands",5 Bedroom All En-suite for Sale in Runda,"KSh 70,000,000"
4 Bed Villa with En Suite at Kahawa,"KAHAWA, Kahawa Sukari, Roysambu",executive 4 Bed House with En Suite in Kahawa S...,"KSh 45,000,000"
3 Bed Townhouse with Garden at Boma Road,"Boma road, Kiambu Road",QUICK RESALE 3 BEDRROM FOR SALE IN EDENVILLE PH...,"KSh 21,000,000"
5 Bed Townhouse with En Suite at Peponi Road,"Nairobi, Peponi Road, Westlands Area, Westlands",Captivating 5 Bedroom Townhouse For Sale/Rent I...,"KSh 65,000,000"
5 Bed House with En Suite at Kentmere,"BANANA HILL ROAD, KENTMERE, Limuru Town, Limuru",NEWLY BUILT AND MODERN 4 AND 5 BEDROOM TOWNHOUS...,"KSh 20,000,000"
5 Bed Villa with En Suite in Lavington,Lavington,Lavington Estate: 5 Bedrooms all ensuite with D...,Price not communicated
3 Bed Townhouse in Ngumo Estate,Ngumo Estate,3 bedroom townhouse for sale in Ngumo Estate (K...,"KSh 16,000,000"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands","4 Bedroom Townhouse For Sale/Rent,Runda","KSh 30,000,000"
4 Bed Townhouse with En Suite in Karen,Karen,Four bedroom townhouse in Karen,"KSh 85,000,000"
4 Bed House with En Suite at Njathaini Road,"Njathaini Road, Kiambu Road",4 Bed Villas +DSQ For sale Along Kiambu Rd At...,"KSh 28,000,000"
4 Bed Townhouse with Swimming Pool at Fourways Junction,"Fourways Junction, Kiambu Road","4br Townhouse, Kiambu Rd, Fourways Junction","KSh 30,000,000"
2 Bed House with En Suite at Bomani,"Bomani Mamba, Bomani, Kikambala",Bungalow of 2 Bedroom on sale in kikambala Boma...,"KSh 4,500,000"
4 Bed House in Ruiru,Ruiru,Four bedrooms plus sq for sale ruiru,"KSh 26,000,000"
4 Bed Townhouse with En Suite at Ruiru Greens,"Ruiru Greens, Ruiru",4 BEDROOM FLAT-ROOF FOR SALE IN RUIRU GREENS,"KSh 12,000,000"
3 Bed House with Walk In Closet in Juja,Juja,3 BEDROOMS BUNGALOW.,"KSh 7,000,000"
4 Bed Townhouse with En Suite at Impala Road,"Impala Road, Nyali Area, Nyali","UNIQUE 4 BEDROOM TOWNHOUSE FOR SALE IN NYALI, M...","KSh 26,000,000"
4 Bed Townhouse with En Suite at Loresho,"Loresho, Westlands",Gorgeous secure 4 bedrooms townhouse plus TV ar...,"KSh 26,800,000"
6 Bed House with En Suite at Greenwood Nyali,"Old Nyali,Opposite Nyali Police, Greenwood Nyali, Nyali Area, Nyali",FOR SALE ||KES 85M || MAISONETTE || 6 BEDROOM...,"KSh 85,000,000"
3 Bed House with En Suite in Vipingo,Vipingo,KINGSWOOD HOMES,"KSh 14,800,000"
4 Bed House with En Suite in Kitengela,Kitengela,Detached 4 Bedroom Townhouses in Kitengela for...,"KSh 15,900,000"
4 Bed Villa in Nyali Area,"Nyali Area, Nyali",4br Luxurious Villa On Sale Nyali Mombosa,"KSh 61,000,000"
4 Bed House with En Suite in Ngong,Ngong,New 4 Bedroom Villas + DSQ,"KSh 16,500,000"
3 Bed House with En Suite in Juja,Juja,3 BEDROOMS BUNGALOW FOR SALE IN JUJA,"KSh 6,750,000"
4 Bed House with En Suite in Kikambala,Kikambala,4 Bedroom Mansion For Sale,"KSh 85,000,000"
4 Bed House with En Suite at Athi River,"Athi River, Mombasa Road",Houses with Large Gardens for Sale in Athi Rive...,"KSh 14,000,000"
4 Bed Townhouse with En Suite at Ruiru - Githunguri Road,"Ruiru - Githunguri road, Ruiru",THE MANNA ANNEX - RUIRU,"KSh 15,500,000"
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,4 Bedrooms with DSQ Villas Kiambu Road,"KSh 29,990,000"
5 Bed House in Kileleshwa,Kileleshwa,A Family Treasure! Kileleshwa Five Bedroom Town...,"KSh 55,000,000"
5 Bed House with En Suite in Ngong Road,Ngong Road,House for Sale in Jamhuri Estate- Ngong Road,"KSh 30,000,000"
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",Lower kabete in a well gated community estate 5...,"KSh 160,000,000"
5 Bed Townhouse with En Suite at Amboseli Lane,"099, Amboseli Lane, Lavington",5 bedroom all en-suite Town Houses with an atti...,"KSh 50,000,000"
3 Bed House with En Suite in Kiambu Road,Kiambu Road,"2, 4 and 5 Modern Houses for Sale along Kiambu...","KSh 20,295,000"
2 Bed House with En Suite in Athi River,Athi River,Fadhili Retirement Village - A retirement oasis...,"KSh 11,980,000"
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,Modern 4bedroom Villas on sale on Kiambu road,"KSh 29,400,000"
4 Bed Townhouse with En Suite at Gikambura,"GIKAMBURA, Karen",4 BEDROOM TOWNHOUSE ALL EN-SUITE IN GIKAMBURA,"KSh 12,000,000"
3 Bed House with En Suite at Nyali,"Nyali, Nyali Area",3 bedroom bungalow FREEHOLD PROPERTY on sale...,"KSh 27,000,000"
4 Bed Townhouse in Bamburi,Bamburi,"4 Brm Townhouse On Sale, Bamburi North Coast.","KSh 16,500,000"
3 Bed Townhouse with En Suite at Gikambura Road,"Gikambura Road, Gikambura, Kikuyu",Gikambura Spacious 3 Bedroom Townhouse on Quick...,"KSh 8,500,000"
5 Bed Townhouse with Garden at Kaputei Road,"Kaputei road, Lavington",SIX UNITS OF 5 BEDROOM WITH DSQ TOWNHOUSE FOR S...,"KSh 350,000,000"
4 Bed Villa with En Suite at Afro Sayari,"Afro Sayari, Kamakis, Ruiru",Live in Style with These Gorgeous 4 Bedroom Mai...,"KSh 12,600,000"
